id_paczki,data_dostawy,gabaryt,wysokosc_cm,szerokosc_cm,dlugosc_cm,waga_kg,miasto_docelowe,id_paczkomatu
ZG-050400344,2026-05-04,B,11,12,63,5.6,Zielona Góra,ZG-10
ZAR-050400345,2026-05-04,A,4,25,50,1.4,Żary,ZAR-01
ZG-050400346,2026-05-04,C,33,30,8,5.8,Zielona Góra,ZG-33
ZGN-050400347,2026-05-04,A,3,27,32,0.4,Żagań,ZGN-03
ZAR-050400348,2026-05-04,A,8,37,26,1.2,Żary,ZAR-07
ZG-050400349,2026-05-04,C,22,18,53,2.2,Zielona Góra,ZG-33
ZG-050400350,2026-05-04,B,11,34,56,1.9,Zielona Góra,ZG-26
NS-050400351,2026-05-04,A,1,19,62,6.2,Nowa Sól,NS-11
ZG-050400352,2026-05-04,B,13,26,43,9.6,Zielona Góra,ZG-39
ZG-050400353,2026-05-04,A,3,10,35,1.2,Zielona Góra,ZG-30
NS-050400354,2026-05-04,C,35,38,37,5.7,Nowa Sól,NS-09
ZG-050400355,2026-05-04,B,14,13,34,8.9,Zielona Góra,ZG-05
ZGN-050400356,2026-05-04,A,6,13,8,2.3,Żagań,ZGN-03
ZG-050400357,2026-05-04,B,12,13,46,4.4,Zielona Góra,ZG-14
ZGN-050400358,2026-05-04,A,3,15,33,0.5,Żagań,ZGN-10
ZGN-050400359,2026-05-04,A,5,36,11,0.2,Żagań,ZGN-08
ZG-050400360,2026-05-04,B,15,28,25,3.4,Zielona Góra,ZG-25
ZG-050400361,2026-05-04,B,19,38,42,1.9,Zielona Góra,ZG-22
ZG-050400362,2026-05-04,B,13,6,57,6.4,Zielona Góra,ZG-20
ZG-050400363,2026-05-04,B,19,33,11,5.5,Zielona Góra,ZG-23
ZAR-050400364,2026-05-04,A,8,4,28,2.8,Żary,ZAR-10
ZAR-050400365,2026-05-04,C,33,36,56,8.2,Żary,ZAR-11
ZG-050400366,2026-05-04,B,9,19,55,7.8,Zielona Góra,ZG-07
SZP-050400367,2026-05-04,B,11,1,30,4.9,Szprotawa,SZP-03
ZG-050400368,2026-05-04,C,21,26,13,6.6,Zielona Góra,ZG-32
ZGN-050400369,2026-05-04,A,4,7,61,0.1,Żagań,ZGN-01
ZAR-050400370,2026-05-04,A,3,12,26,0.9,Żary,ZAR-07
ZG-050400371,2026-05-04,B,12,10,14,3.0,Zielona Góra,ZG-39
ZG-050400372,2026-05-04,A,4,8,64,1.1,Zielona Góra,ZG-02
ZAR-050400373,2026-05-04,A,2,19,29,1.4,Żary,ZAR-14
ZAR-050400374,2026-05-04,B,19,18,53,4.1,Żary,ZAR-09
ZG-050400375,2026-05-04,B,10,34,30,3.9,Zielona Góra,ZG-12
ZAR-050400376,2026-05-04,B,19,7,36,3.7,Żary,ZAR-10
NS-050400377,2026-05-04,B,16,34,5,7.4,Nowa Sól,NS-10
KOZ-050400378,2026-05-04,A,6,35,60,1.1,Kożuchów,KOZ-01
ZG-050400379,2026-05-04,B,9,36,46,6.6,Zielona Góra,ZG-11
ZGN-050400380,2026-05-04,A,7,4,42,1.1,Żagań,ZGN-10
ZG-050400381,2026-05-04,B,18,15,1,6.3,Zielona Góra,ZG-10
ZAR-050400382,2026-05-04,A,4,5,12,0.5,Żary,ZAR-12
ZAR-050400383,2026-05-04,A,8,34,36,0.6,Żary,ZAR-12
NS-050400384,2026-05-04,A,7,1,36,2.0,Nowa Sól,NS-17
ZAR-050400385,2026-05-04,B,12,35,53,9.8,Żary,ZAR-02
ZGN-050400386,2026-05-04,B,9,29,40,3.1,Żagań,ZGN-01
NS-050400387,2026-05-04,B,15,30,40,3.7,Nowa Sól,NS-04
ZG-050400388,2026-05-04,A,6,20,32,2.4,Zielona Góra,ZG-36
ZG-050400389,2026-05-04,A,5,34,55,0.5,Zielona Góra,ZG-35
NS-050400390,2026-05-04,A,4,6,34,1.0,Nowa Sól,NS-18
ZAR-050400391,2026-05-04,A,5,17,59,0.4,Żary,ZAR-09
ZG-050400392,2026-05-04,B,12,12,44,7.4,Zielona Góra,ZG-37
ZG-050400393,2026-05-04,A,5,25,53,0.7,Zielona Góra,ZG-30
ZG-050400394,2026-05-04,C,23,12,53,8.5,Zielona Góra,ZG-26
ZG-050400395,2026-05-04,C,41,11,32,4.9,Zielona Góra,ZG-06
ZG-050400396,2026-05-04,A,7,36,15,1.1,Zielona Góra,ZG-23
ZG-050400397,2026-05-04,A,8,4,7,2.6,Zielona Góra,ZG-07
ZG-050400398,2026-05-04,A,4,37,23,0.5,Zielona Góra,ZG-32
ZG-050400399,2026-05-04,B,17,4,58,6.3,Zielona Góra,ZG-08
NS-050400400,2026-05-04,B,19,30,10,4.4,Nowa Sól,NS-20
ZG-050400401,2026-05-04,B,12,23,4,4.3,Zielona Góra,ZG-36
ZG-050400402,2026-05-04,B,15,28,31,4.1,Zielona Góra,ZG-09
ZG-050400403,2026-05-04,C,26,8,50,7.9,Zielona Góra,ZG-23
ZG-050400404,2026-05-04,B,14,26,9,4.8,Zielona Góra,ZG-36
ZG-050400405,2026-05-04,B,13,4,19,5.3,Zielona Góra,ZG-26
ZG-050400406,2026-05-04,C,27,6,29,8.9,Zielona Góra,ZG-23
ZG-050400407,2026-05-04,A,6,2,41,0.4,Zielona Góra,ZG-20
ZAR-050400408,2026-05-04,A,4,29,16,0.6,Żary,ZAR-02
ZG-050400409,2026-05-04,A,7,23,30,1.1,Zielona Góra,ZG-08
ZAR-050400410,2026-05-04,C,28,4,25,5.5,Żary,ZAR-15
ZG-050400411,2026-05-04,A,1,15,57,1.2,Zielona Góra,ZG-10
ZG-050400412,2026-05-04,C,38,33,29,2.4,Zielona Góra,ZG-38
ZAR-050400413,2026-05-04,A,6,3,4,1.8,Żary,ZAR-06
ZG-050400414,2026-05-04,B,14,26,39,4.2,Zielona Góra,ZG-25
ZG-050400415,2026-05-04,C,33,8,41,8.6,Zielona Góra,ZG-01
ZG-050400416,2026-05-04,A,4,19,27,0.4,Zielona Góra,ZG-24
ZG-050400417,2026-05-04,B,17,29,7,7.7,Zielona Góra,ZG-01
ZG-050400418,2026-05-04,A,1,11,17,0.9,Zielona Góra,ZG-18
ZG-050400419,2026-05-04,C,39,36,57,7.2,Zielona Góra,ZG-15
ZAR-050400420,2026-05-04,C,34,8,49,7.0,Żary,ZAR-13
ZG-050400421,2026-05-04,A,2,10,48,0.8,Zielona Góra,ZG-03
ZG-050400422,2026-05-04,A,5,9,35,2.4,Zielona Góra,ZG-19
ZGN-050400423,2026-05-04,B,18,31,47,3.9,Żagań,ZGN-02
NS-050400424,2026-05-04,C,22,7,13,9.2,Nowa Sól,NS-03
ZG-050400425,2026-05-04,C,30,6,13,9.3,Zielona Góra,ZG-13
ZG-050400426,2026-05-04,A,4,7,54,1.8,Zielona Góra,ZG-26
ZG-050400427,2026-05-04,A,7,20,8,2.6,Zielona Góra,ZG-25
ZG-050400428,2026-05-04,A,8,6,14,1.1,Zielona Góra,ZG-20
ZG-050400429,2026-05-04,A,5,38,15,0.8,Zielona Góra,ZG-07
ZG-050400430,2026-05-04,A,4,25,39,1.1,Zielona Góra,ZG-38
ZG-050400431,2026-05-04,B,13,7,56,3.9,Zielona Góra,ZG-20
ZG-050400432,2026-05-04,B,9,34,42,5.0,Zielona Góra,ZG-30
ZG-050400433,2026-05-04,A,8,20,55,0.3,Zielona Góra,ZG-11
ZG-050400434,2026-05-04,C,21,7,36,3.7,Zielona Góra,ZG-05
NS-050400435,2026-05-04,A,4,6,15,1.0,Nowa Sól,NS-03
ZG-050400436,2026-05-04,B,17,25,6,3.4,Zielona Góra,ZG-38
ZG-050400437,2026-05-04,A,2,31,14,2.6,Zielona Góra,ZG-19
NS-050400438,2026-05-04,B,14,23,58,9.7,Nowa Sól,NS-16
ZAR-050400439,2026-05-04,A,7,35,60,0.5,Żary,ZAR-09
ZG-050400440,2026-05-04,B,17,22,21,4.5,Zielona Góra,ZG-09
ZG-050400441,2026-05-04,B,15,12,37,3.6,Zielona Góra,ZG-07
ZG-050400442,2026-05-04,A,1,23,22,1.0,Zielona Góra,ZG-33
ZAR-050400443,2026-05-04,B,13,33,12,8.2,Żary,ZAR-05
ZG-050400444,2026-05-04,A,7,22,30,2.8,Zielona Góra,ZG-39
ZG-050400445,2026-05-04,B,18,26,53,2.4,Zielona Góra,ZG-07
SZP-050400446,2026-05-04,B,12,24,41,4.7,Szprotawa,SZP-03
NS-050400447,2026-05-04,B,13,17,36,9.4,Nowa Sól,NS-14
NS-050400448,2026-05-04,B,17,23,4,0.8,Nowa Sól,NS-01
ZG-050400449,2026-05-04,A,5,21,39,1.7,Zielona Góra,ZG-30
ZG-050400450,2026-05-04,B,12,13,6,8.2,Zielona Góra,ZG-26
ZG-050400451,2026-05-04,B,15,25,30,8.4,Zielona Góra,ZG-12
ZG-050400452,2026-05-04,A,7,6,36,0.9,Zielona Góra,ZG-40
ZG-050400453,2026-05-04,C,29,36,2,5.5,Zielona Góra,ZG-24
ZG-050400454,2026-05-04,A,2,11,27,4.3,Zielona Góra,ZG-17
ZG-050400455,2026-05-04,A,7,12,27,0.7,Zielona Góra,ZG-16
ZGN-050400456,2026-05-04,A,7,32,47,3.6,Żagań,ZGN-06
ZG-050400457,2026-05-04,C,29,16,14,8.1,Zielona Góra,ZG-02
NS-050400458,2026-05-04,C,37,1,52,3.3,Nowa Sól,NS-13
NS-050400459,2026-05-04,A,4,17,21,0.6,Nowa Sól,NS-17
NS-050400460,2026-05-04,B,19,21,14,3.3,Nowa Sól,NS-18
ZG-050400461,2026-05-04,A,3,36,64,0.8,Zielona Góra,ZG-17
ZAR-050400462,2026-05-04,A,3,5,31,2.3,Żary,ZAR-10
ZG-050400463,2026-05-04,A,7,1,27,0.2,Zielona Góra,ZG-01
ZAR-050400464,2026-05-04,A,7,25,30,0.4,Żary,ZAR-15
ZAR-050400465,2026-05-04,A,1,25,42,3.5,Żary,ZAR-01
ZG-050400466,2026-05-04,A,8,18,3,0.1,Zielona Góra,ZG-08
ZGN-050400467,2026-05-04,C,20,16,15,6.2,Żagań,ZGN-06
ZAR-050400468,2026-05-04,A,8,10,44,1.6,Żary,ZAR-10
NS-050400469,2026-05-04,B,18,35,12,5.0,Nowa Sól,NS-07
KOZ-050400470,2026-05-04,B,11,28,10,2.0,Kożuchów,KOZ-02
ZG-050400471,2026-05-04,A,8,26,46,1.8,Zielona Góra,ZG-23
ZAR-050400472,2026-05-04,A,1,1,18,2.0,Żary,ZAR-03
ZAR-050400473,2026-05-04,C,27,30,63,5.7,Żary,ZAR-08
ZG-050400474,2026-05-04,A,8,18,48,2.2,Zielona Góra,ZG-13
ZG-050400475,2026-05-04,A,4,17,25,0.6,Zielona Góra,ZG-26
ZG-050400476,2026-05-04,C,25,29,2,9.1,Zielona Góra,ZG-22
ZAR-050400477,2026-05-04,B,12,21,18,5.6,Żary,ZAR-10
ZG-050400478,2026-05-04,C,25,12,55,5.5,Zielona Góra,ZG-10
ZG-050400479,2026-05-04,A,2,11,45,0.4,Zielona Góra,ZG-33
ZG-050400480,2026-05-04,C,22,5,26,9.3,Zielona Góra,ZG-01
ZG-050400481,2026-05-04,A,7,35,54,0.9,Zielona Góra,ZG-11
ZG-050400482,2026-05-04,A,6,36,22,1.5,Zielona Góra,ZG-19
ZG-050400483,2026-05-04,B,18,5,55,6.9,Zielona Góra,ZG-38
ZG-050400484,2026-05-04,C,39,22,26,7.3,Zielona Góra,ZG-30
ZG-050400485,2026-05-04,A,6,32,28,1.0,Zielona Góra,ZG-09
ZG-050400486,2026-05-04,A,7,1,3,2.1,Zielona Góra,ZG-06
ZG-050400487,2026-05-04,A,1,26,25,1.0,Zielona Góra,ZG-21
ZG-050400488,2026-05-04,B,14,15,1,9.1,Zielona Góra,ZG-06
ZG-050400489,2026-05-04,A,8,27,2,0.9,Zielona Góra,ZG-29
ZG-050400490,2026-05-04,A,7,34,41,0.4,Zielona Góra,ZG-04
KOZ-050400491,2026-05-04,C,40,35,57,9.8,Kożuchów,KOZ-02
ZG-050400492,2026-05-04,B,19,31,56,6.7,Zielona Góra,ZG-14
ZG-050400493,2026-05-04,B,11,33,41,2.1,Zielona Góra,ZG-25
NB-050400494,2026-05-04,A,6,35,32,0.3,Nowogród Bobrzański,NB-03
SZP-050400495,2026-05-04,C,38,32,28,5.8,Szprotawa,SZP-01
ZG-050400496,2026-05-04,C,32,19,20,7.9,Zielona Góra,ZG-38
ZG-050400497,2026-05-04,A,4,37,49,1.2,Zielona Góra,ZG-11
NS-050400498,2026-05-04,A,7,17,12,1.2,Nowa Sól,NS-07
ZAR-050400499,2026-05-04,A,5,12,9,0.3,Żary,ZAR-07
ZAR-050400500,2026-05-04,A,1,9,13,2.7,Żary,ZAR-13
SZP-050400501,2026-05-04,B,10,5,39,5.0,Szprotawa,SZP-04
ZG-050400502,2026-05-04,A,5,8,35,2.0,Zielona Góra,ZG-28
ZG-050400503,2026-05-04,A,8,18,5,1.5,Zielona Góra,ZG-06
ZAR-050400504,2026-05-04,A,8,2,2,2.8,Żary,ZAR-07
ZAR-050400505,2026-05-04,B,16,2,3,2.0,Żary,ZAR-07
ZAR-050400506,2026-05-04,A,7,2,26,0.3,Żary,ZAR-12
ZG-050400507,2026-05-04,A,1,22,9,3.0,Zielona Góra,ZG-15
ZG-050400508,2026-05-04,B,15,35,6,6.2,Zielona Góra,ZG-31
NS-050400509,2026-05-04,B,15,28,52,5.0,Nowa Sól,NS-10
ZG-050400510,2026-05-04,B,16,18,12,3.5,Zielona Góra,ZG-33
ZG-050400511,2026-05-04,B,9,25,31,4.4,Zielona Góra,ZG-35
ZG-050400512,2026-05-04,A,7,30,45,1.6,Zielona Góra,ZG-32
ZG-050400513,2026-05-04,A,7,17,7,1.3,Zielona Góra,ZG-01
ZG-050400514,2026-05-04,A,4,19,3,0.6,Zielona Góra,ZG-33
ZG-050400515,2026-05-04,A,8,29,4,1.8,Zielona Góra,ZG-38
ZG-050400516,2026-05-04,A,5,35,20,1.0,Zielona Góra,ZG-05
ZG-050400517,2026-05-04,A,1,1,55,0.5,Zielona Góra,ZG-24
ZG-050400518,2026-05-04,A,3,2,31,0.2,Zielona Góra,ZG-07
NS-050400519,2026-05-04,A,1,18,15,0.4,Nowa Sól,NS-06
ZG-050400520,2026-05-04,B,19,10,39,5.6,Zielona Góra,ZG-16
ZG-050400521,2026-05-04,A,2,31,52,1.3,Zielona Góra,ZG-10
NS-050400522,2026-05-04,A,4,22,35,4.0,Nowa Sól,NS-06
NS-050400523,2026-05-04,B,14,4,22,7.4,Nowa Sól,NS-18
ZG-050400524,2026-05-04,B,13,36,25,3.1,Zielona Góra,ZG-36
ZG-050400525,2026-05-04,C,23,24,11,6.3,Zielona Góra,ZG-28
ZAR-050400526,2026-05-04,B,19,36,36,3.4,Żary,ZAR-01
ZGN-050400527,2026-05-04,B,18,29,28,2.2,Żagań,ZGN-06
ZG-050400528,2026-05-04,B,15,33,14,3.1,Zielona Góra,ZG-05
ZG-050400529,2026-05-04,B,9,34,63,2.5,Zielona Góra,ZG-35
ZG-050400530,2026-05-04,A,2,5,56,0.6,Zielona Góra,ZG-06
ZG-050400531,2026-05-04,A,3,19,61,1.6,Zielona Góra,ZG-22
ZG-050400532,2026-05-04,A,5,31,29,0.9,Zielona Góra,ZG-35
ZGN-050400533,2026-05-04,C,30,31,5,9.7,Żagań,ZGN-10
ZG-050400534,2026-05-04,A,7,26,20,0.6,Zielona Góra,ZG-13
ZGN-050400535,2026-05-04,A,2,11,22,1.4,Żagań,ZGN-04
ZG-050400536,2026-05-04,A,7,32,13,1.6,Zielona Góra,ZG-04
ZG-050400537,2026-05-04,A,3,5,23,1.3,Zielona Góra,ZG-03
ZG-050400538,2026-05-04,A,5,15,45,0.7,Zielona Góra,ZG-20
ZG-050400539,2026-05-04,C,39,13,37,8.4,Zielona Góra,ZG-32
SZP-050400540,2026-05-04,A,4,35,58,2.1,Szprotawa,SZP-01
ZG-050400541,2026-05-04,B,11,23,21,2.2,Zielona Góra,ZG-03
SZP-050400542,2026-05-04,C,29,3,36,8.1,Szprotawa,SZP-03
ZG-050400543,2026-05-04,A,2,29,39,1.6,Zielona Góra,ZG-40
ZG-050400544,2026-05-04,B,14,11,30,2.5,Zielona Góra,ZG-36
ZG-050400545,2026-05-04,A,8,11,25,0.8,Zielona Góra,ZG-33
ZG-050400546,2026-05-04,C,22,9,23,5.6,Zielona Góra,ZG-21
ZAR-050400547,2026-05-04,B,14,37,28,5.6,Żary,ZAR-07
ZG-050400548,2026-05-04,C,23,11,64,9.0,Zielona Góra,ZG-26
NS-050400549,2026-05-04,A,4,10,35,1.7,Nowa Sól,NS-15
ZG-050400550,2026-05-04,A,8,8,12,0.9,Zielona Góra,ZG-12
ZG-050400551,2026-05-04,A,6,23,64,0.6,Zielona Góra,ZG-40
ZAR-050400552,2026-05-04,A,6,10,15,0.1,Żary,ZAR-06
ZG-050400553,2026-05-04,B,9,24,12,2.5,Zielona Góra,ZG-36
NS-050400554,2026-05-04,B,11,29,7,3.0,Nowa Sól,NS-20
ZAR-050400555,2026-05-04,B,11,28,39,7.5,Żary,ZAR-02
ZG-050400556,2026-05-04,B,16,24,44,2.4,Zielona Góra,ZG-38
ZG-050400557,2026-05-04,B,14,36,8,4.2,Zielona Góra,ZG-12
ZG-050400558,2026-05-04,A,1,28,59,1.2,Zielona Góra,ZG-17
ZGN-050400559,2026-05-04,A,2,30,27,1.5,Żagań,ZGN-06
ZG-050400560,2026-05-04,B,12,21,25,4.0,Zielona Góra,ZG-28
ZG-050400561,2026-05-04,B,15,28,47,6.8,Zielona Góra,ZG-20
ZG-050400562,2026-05-04,B,10,13,6,4.5,Zielona Góra,ZG-18
ZG-050400563,2026-05-04,A,1,24,62,0.9,Zielona Góra,ZG-34
ZG-050400564,2026-05-04,A,7,21,30,0.6,Zielona Góra,ZG-21
ZAR-050400565,2026-05-04,A,2,5,43,1.3,Żary,ZAR-06
ZGN-050400566,2026-05-04,B,13,14,2,3.9,Żagań,ZGN-06
ZG-050400567,2026-05-04,B,14,12,49,6.6,Zielona Góra,ZG-13
ZG-050400568,2026-05-04,A,8,34,15,0.8,Zielona Góra,ZG-06
ZAR-050400569,2026-05-04,B,16,16,38,1.3,Żary,ZAR-09
ZG-050400570,2026-05-04,C,38,7,5,9.6,Zielona Góra,ZG-35
ZG-050400571,2026-05-04,C,25,29,51,8.2,Zielona Góra,ZG-21
ZG-050400572,2026-05-04,A,8,20,14,0.6,Zielona Góra,ZG-19
ZG-050400573,2026-05-04,A,3,33,55,1.2,Zielona Góra,ZG-12
ZG-050400574,2026-05-04,B,18,31,63,6.1,Zielona Góra,ZG-30
ZG-050400575,2026-05-04,A,4,3,20,0.4,Zielona Góra,ZG-20
ZAR-050400576,2026-05-04,A,7,5,54,0.9,Żary,ZAR-13
ZG-050400577,2026-05-04,A,6,38,8,0.5,Zielona Góra,ZG-15
SZP-050400578,2026-05-04,C,39,20,61,9.8,Szprotawa,SZP-04
NS-050400579,2026-05-04,A,2,35,52,0.4,Nowa Sól,NS-09
KOZ-050400580,2026-05-04,A,2,26,22,2.4,Kożuchów,KOZ-02
NS-050400581,2026-05-04,A,5,26,38,1.6,Nowa Sól,NS-13
ZGN-050400582,2026-05-04,B,16,5,35,5.9,Żagań,ZGN-08
SZP-050400583,2026-05-04,A,4,23,46,0.4,Szprotawa,SZP-03
NS-050400584,2026-05-04,A,4,33,35,0.9,Nowa Sól,NS-05
ZG-050400585,2026-05-04,B,9,32,36,4.6,Zielona Góra,ZG-09
NS-050400586,2026-05-04,A,7,23,60,0.7,Nowa Sól,NS-05
ZAR-050400587,2026-05-04,A,5,22,4,2.3,Żary,ZAR-15
ZG-050400588,2026-05-04,A,4,31,64,0.5,Zielona Góra,ZG-36
ZG-050400589,2026-05-04,B,14,4,20,2.0,Zielona Góra,ZG-28
ZG-050400590,2026-05-04,C,34,19,57,6.4,Zielona Góra,ZG-09
ZG-050400591,2026-05-04,B,9,26,25,2.2,Zielona Góra,ZG-19
ZG-050400592,2026-05-04,A,3,12,32,0.2,Zielona Góra,ZG-26
ZG-050400593,2026-05-04,A,7,33,21,3.5,Zielona Góra,ZG-14
NS-050400594,2026-05-04,A,1,24,29,1.8,Nowa Sól,NS-01
NS-050400595,2026-05-04,A,6,25,5,4.5,Nowa Sól,NS-10
NS-050400596,2026-05-04,A,4,23,29,4.7,Nowa Sól,NS-13
ZG-050400597,2026-05-04,B,15,10,55,2.3,Zielona Góra,ZG-32
ZG-050400598,2026-05-04,A,5,24,3,3.3,Zielona Góra,ZG-36
SZP-050400599,2026-05-04,A,7,1,31,0.1,Szprotawa,SZP-03
ZG-050400600,2026-05-04,B,18,33,50,6.5,Zielona Góra,ZG-23
ZG-050400601,2026-05-04,A,4,2,62,1.0,Zielona Góra,ZG-24
ZG-050400602,2026-05-04,A,3,13,12,0.8,Zielona Góra,ZG-08
ZG-050400603,2026-05-04,A,6,6,5,0.7,Zielona Góra,ZG-17
ZG-050400604,2026-05-04,A,3,7,57,1.3,Zielona Góra,ZG-07
ZAR-050400605,2026-05-04,A,1,8,54,1.0,Żary,ZAR-07
ZAR-050400606,2026-05-04,A,5,27,2,2.4,Żary,ZAR-05
ZG-050400607,2026-05-04,A,3,15,13,0.7,Zielona Góra,ZG-38
ZGN-050400608,2026-05-04,A,7,22,16,1.1,Żagań,ZGN-04
ZG-050400609,2026-05-04,B,13,11,15,2.8,Zielona Góra,ZG-08
ZG-050400610,2026-05-04,B,17,32,63,2.9,Zielona Góra,ZG-09
ZAR-050400611,2026-05-04,B,19,36,5,1.0,Żary,ZAR-08
ZG-050400612,2026-05-04,B,11,9,62,5.2,Zielona Góra,ZG-19
ZG-050400613,2026-05-04,A,6,30,55,0.5,Zielona Góra,ZG-05
ZG-050400614,2026-05-04,A,7,14,39,3.1,Zielona Góra,ZG-08
ZG-050400615,2026-05-04,B,14,16,60,2.8,Zielona Góra,ZG-27
SZP-050400616,2026-05-04,B,15,20,50,6.2,Szprotawa,SZP-01
ZGN-050400617,2026-05-04,A,8,37,26,1.2,Żagań,ZGN-10
ZG-050400618,2026-05-04,B,9,19,28,7.6,Zielona Góra,ZG-03
NB-050400619,2026-05-04,B,17,1,52,2.8,Nowogród Bobrzański,NB-01
ZGN-050400620,2026-05-04,B,17,13,32,9.8,Żagań,ZGN-10
NS-050400621,2026-05-04,A,7,3,8,0.5,Nowa Sól,NS-18
ZG-050400622,2026-05-04,B,11,18,39,5.5,Zielona Góra,ZG-02
ZG-050400623,2026-05-04,A,3,26,30,0.8,Zielona Góra,ZG-08
ZG-050400624,2026-05-04,B,16,8,6,3.7,Zielona Góra,ZG-04
ZGN-050400625,2026-05-04,C,30,9,22,8.4,Żagań,ZGN-10
ZAR-050400626,2026-05-04,C,33,33,60,7.1,Żary,ZAR-11
ZAR-050400627,2026-05-04,C,34,7,63,6.4,Żary,ZAR-03
ZAR-050400628,2026-05-04,C,35,2,3,8.3,Żary,ZAR-08
ZGN-050400629,2026-05-04,B,11,29,21,4.2,Żagań,ZGN-07
ZG-050400630,2026-05-04,B,16,17,1,2.2,Zielona Góra,ZG-35
ZG-050400631,2026-05-04,A,3,3,46,1.2,Zielona Góra,ZG-11
ZAR-050400632,2026-05-04,A,3,8,15,1.3,Żary,ZAR-04
ZG-050400633,2026-05-04,A,2,3,25,0.8,Zielona Góra,ZG-23
ZG-050400634,2026-05-04,A,7,15,22,1.3,Zielona Góra,ZG-27
ZGN-050400635,2026-05-04,A,2,24,60,0.2,Żagań,ZGN-07
ZGN-050400636,2026-05-04,A,7,16,31,0.7,Żagań,ZGN-05
ZGN-050400637,2026-05-04,A,3,17,16,3.3,Żagań,ZGN-02
ZG-050400638,2026-05-04,B,19,16,20,3.6,Zielona Góra,ZG-09
KOZ-050400639,2026-05-04,B,13,5,51,2.1,Kożuchów,KOZ-01
NS-050400640,2026-05-04,A,4,25,44,1.4,Nowa Sól,NS-20
ZG-050400641,2026-05-04,A,6,23,61,3.8,Zielona Góra,ZG-18
ZG-050400642,2026-05-04,C,36,26,21,7.6,Zielona Góra,ZG-26
ZG-050400643,2026-05-04,B,13,16,51,6.6,Zielona Góra,ZG-32
ZG-050400644,2026-05-04,A,7,33,42,0.9,Zielona Góra,ZG-03
ZG-050400645,2026-05-04,A,1,22,12,4.2,Zielona Góra,ZG-39
ZG-050400646,2026-05-04,A,4,4,39,0.1,Zielona Góra,ZG-34
ZG-050400647,2026-05-04,A,5,24,37,0.7,Zielona Góra,ZG-19
NS-050400648,2026-05-04,B,15,32,6,5.0,Nowa Sól,NS-08
ZG-050400649,2026-05-04,A,6,5,30,0.1,Zielona Góra,ZG-30
NS-050400650,2026-05-04,A,6,3,2,0.4,Nowa Sól,NS-04
ZG-050400651,2026-05-04,C,20,35,30,8.5,Zielona Góra,ZG-23
ZG-050400652,2026-05-04,B,10,4,29,3.4,Zielona Góra,ZG-34
ZAR-050400653,2026-05-04,B,16,32,24,6.4,Żary,ZAR-10
NS-050400654,2026-05-04,B,17,10,13,3.4,Nowa Sól,NS-17
ZG-050400655,2026-05-04,B,13,17,36,5.3,Zielona Góra,ZG-10
ZAR-050400656,2026-05-04,A,5,24,31,1.3,Żary,ZAR-12
KOZ-050400657,2026-05-04,B,9,1,19,5.8,Kożuchów,KOZ-02
ZAR-050400658,2026-05-04,A,4,14,63,0.6,Żary,ZAR-13
ZG-050400659,2026-05-04,A,3,21,57,1.6,Zielona Góra,ZG-22
ZG-050400660,2026-05-04,A,3,1,64,2.0,Zielona Góra,ZG-11
ZG-050400661,2026-05-04,A,3,9,57,0.3,Zielona Góra,ZG-28
ZG-050400662,2026-05-04,A,6,30,44,1.3,Zielona Góra,ZG-27
NS-050400663,2026-05-04,A,1,15,36,1.9,Nowa Sól,NS-12
ZG-050400664,2026-05-04,A,3,3,27,1.1,Zielona Góra,ZG-34
NS-050400665,2026-05-04,B,10,35,21,2.4,Nowa Sól,NS-08
ZAR-050400666,2026-05-04,C,23,26,25,9.4,Żary,ZAR-15
ZG-050400667,2026-05-04,A,4,22,9,0.6,Zielona Góra,ZG-25
NS-050400668,2026-05-04,A,4,2,38,0.7,Nowa Sól,NS-12
ZG-050400669,2026-05-04,A,8,38,57,0.5,Zielona Góra,ZG-21
ZGN-050400670,2026-05-04,B,18,6,8,2.5,Żagań,ZGN-06
ZGN-050400671,2026-05-04,C,27,36,19,4.6,Żagań,ZGN-03
NS-050400672,2026-05-04,C,33,17,6,5.9,Nowa Sól,NS-09
ZG-050400673,2026-05-04,A,7,6,59,0.9,Zielona Góra,ZG-26
ZGN-050400674,2026-05-04,B,18,33,27,5.1,Żagań,ZGN-01
ZAR-050400675,2026-05-04,B,9,12,6,9.1,Żary,ZAR-11
ZG-050400676,2026-05-04,A,8,37,22,1.5,Zielona Góra,ZG-20
ZG-050400677,2026-05-04,A,6,5,27,0.4,Zielona Góra,ZG-12
ZG-050400678,2026-05-04,A,5,6,25,1.7,Zielona Góra,ZG-10
ZAR-050400679,2026-05-04,A,6,20,33,1.5,Żary,ZAR-13
ZAR-050400680,2026-05-04,A,8,30,63,1.4,Żary,ZAR-03
ZAR-050400681,2026-05-04,A,7,7,15,0.7,Żary,ZAR-13
ZG-050400682,2026-05-04,A,2,23,46,0.7,Zielona Góra,ZG-31
ZGN-050400683,2026-05-04,A,7,7,29,2.5,Żagań,ZGN-03
NS-050400684,2026-05-04,B,14,11,46,4.5,Nowa Sól,NS-19
ZG-050400685,2026-05-04,B,14,8,8,2.3,Zielona Góra,ZG-01
ZAR-050400686,2026-05-04,A,6,12,15,0.5,Żary,ZAR-13
ZAR-050400687,2026-05-04,A,3,30,14,0.4,Żary,ZAR-13
ZG-050400688,2026-05-04,C,38,35,1,4.2,Zielona Góra,ZG-14
